CEO,active_artist_links,active_artist_names,active_artist_partnership_periods,active_group_links,active_group_names,active_group_partnership_periods,active_groups,artists_count,employees,former_artist_links,former_artist_names,former_artist_partnership_periods,former_group_links,former_group_names,former_group_partnership_periods,former_groups,founded,founders,groups_count,hometown,introduction,link,name,native_names,parent_company,parent_company_link,revenue,socials,subsidiary_links,subsidiary_names
Ryu Sera,https://kpopping.com/profiles/idol/Sera,Sera,2018 - Present,,,,,1,,,,,,,,,2018,Ryu Sera,0,Seoul,OCTO is a South Korean agency founded in 2018 by 9Muses Ryu Sera.,https://kpopping.com/company/OCTO,OCTO,,,,,https://www.facebook.com/OCTOSERA/?ref=page_internal,,
Billy Koh,,,,,,,,0,120,https://kpopping.com/profiles/idol/Lee-Jung-Hyun,Lee Jung Hyun,2008 - 2008,,,,,1986,"Billy Koh, Colin Goh, Ng Guan Seng, Koh Nam Seng, Teo Kay Kiong",0,Singapore,"Ocean Butterflies International (Chinese: 海蝶國際集團, Korean: 오션 버터 플라이 음악) is an independent Asian music and entertainment company specializing in Chinese-Pop (C-pop). Founded in 1986, it operates in six regions: Mainland China, Taiwan, Hong Kong, Singapore, Malaysia and United States. In 1986, Ocean Butterflies was founded in Singapore as Ocean Butterflies Production Pte Ltd. In 1990, Ocean Butterflies expanded into music production and in record and singles production for artists from Taiwan, Hong Kong and Malaysia. In 2007, International Data Group, Susquehanna International Group & Accel Partners invested in the company to set up Ocean Butterflies International.",https://kpopping.com/company/Ocean-Butterflies-Music,Ocean Butterflies Music,"오션 버터 플라이 음악,海蝶音樂音楽",,,30 Million (year unknown),"https://www.facebook.com/OBmusicsingapore,https://twitter.com/obmusicsg,https://www.instagram.com/obmusicsg,https://www.youtube.com/user/OBMusicSingapore,https://obmusic.com.sg/",,
Ji Xiang,https://kpopping.com/profiles/idol/Aurora,Aurora,2020 - Present,,,,,1,,,,,,,,,2016,,0,Beijing,"Beijing Oriental Awakening Culture Agency (北京觉醒东方文化经纪有限公司), also known as OACA, is a Chinese record label.",https://kpopping.com/company/OACA,OACA,,,,,,,
,,,,,,,,0,,,,,,,,,2012,,0,,O& Entertainment (오앤엔터테인먼트) is a South Korean entertainment agency.,https://kpopping.com/company/O-Entertainment,O& Entertainment,오앤엔터테인먼트,,,,"https://www.facebook.com/onent.official/,https://www.instagram.com/onent.official/,https://www.youtube.com/c/%EC%98%A4%EC%95%A4%EC%97%94%ED%84%B0%ED%85%8C%EC%9D%B8%EB%A8%BC%ED%8A%B8/",,
,"https://kpopping.com/profiles/idol/Nana2,https://kpopping.com/profiles/idol/Wooyeon2,https://kpopping.com/profiles/idol/Sora2,https://kpopping.com/profiles/idol/Lucy2,https://kpopping.com/profiles/idol/Minseo3","Nana,Wooyeon,Sora,Lucy,Minseo","2019 - Present,2019 - Present,2019 - Present,2019 - Present,2019 - Present",https://kpopping.com/profiles/group/woo-ah,woo!ah!,2019 - Present,,5,,https://kpopping.com/profiles/idol/Songyee,Songyee,2019 - 2020,,,,,2019,,1,,nv Entertainment is a South Korean entertainment company.,https://kpopping.com/company/nv-Entertainment,nv Entertainment,,,,,https://www.facebook.com/nventofficial/,,
,,,,,,,,0,,"https://kpopping.com/profiles/idol/Showking,https://kpopping.com/profiles/idol/Sin-Ah-Reum,https://kpopping.com/profiles/idol/Seol-Rin,https://kpopping.com/profiles/idol/Park-Sung-Hee,https://kpopping.com/profiles/idol/S2,https://kpopping.com/profiles/idol/Seed,https://kpopping.com/profiles/idol/Jeong-A-Yeong,https://kpopping.com/profiles/idol/Park-Sung-Hee","Showking,Sin Ah Reum,Seol Rin,Park Sung Hee,S2,Seed,Jeong A Yeong,Park Sung Hee","2012 - 2016,2012 - 2016,2012 - 2016,2012 - 2016,2012 - 2013,2012 - 2013,2012 - 2015,2012 - 2015","https://kpopping.com/profiles/group/VIVID-2012,https://kpopping.com/profiles/group/VIVID-2012","VIVID (2012),VIVID (2012)","2012 - 2016,2013 - 2016",,2012,,0,Seoul,Ntree Entertainment (엔트리 엔터테인먼트) is a South Korean entertainment agency.,https://kpopping.com/company/Ntree-Entertainment,Ntree Entertainment,"엔트리 엔터테인먼트,Ntreeエンターテインメント",,,,,,
,https://kpopping.com/profiles/idol/LEEBADA,LEEBADA,2018 - Present,,,,,1,,,,,,,,,2015,"Jong-myoung ""ECOBRIDGE"" Lee",0,Seoul,NUPLAY (누플레이) is a South Korean entertainment company.,https://kpopping.com/company/NUPLAY,NUPLAY,누플레이,,,,"https://www.facebook.com/nuplaymusic,https://www.instagram.com/nuplaymusic,https://www.youtube.com/channel/UCZ4qQOS9si1aR7Pq6Wwk8Eg/featured,http://nu-play.com/?ckattempt=1",,
Grace Lee,"https://kpopping.com/profiles/idol/Jiin,https://kpopping.com/profiles/idol/Miyu3,https://kpopping.com/profiles/idol/Riona,https://kpopping.com/profiles/idol/Niina,https://kpopping.com/profiles/idol/Tsugumi","Jiin,Miyu,Riona,Niina,Tsugumi","2021 - Present,2021 - Present,2021 - Present,2021 - Present,2021 - Present",https://kpopping.com/profiles/group/PoshGirls,PoshGirls,2021 - Present,,5,,"https://kpopping.com/profiles/idol/You-Dayeon,https://kpopping.com/profiles/idol/Nari,https://kpopping.com/profiles/idol/Doyeon5,https://kpopping.com/profiles/idol/Yejin7,https://kpopping.com/profiles/idol/Sowon2,https://kpopping.com/profiles/idol/Jiwoo6","You Dayeon,Nari,Doyeon,Yejin,Sowon,Jiwoo","2016 - 2019,2019 - 2020,2021 - 2021,2021 - 2021,2021 - 2021,2021 - 2021","https://kpopping.com/profiles/group/WANNA-B,https://kpopping.com/profiles/group/Luluz,https://kpopping.com/profiles/group/LipBubble","WANNA.B,Luluz,LipBubble","2014 - 2019,2014 - 2015,2016 - 2019",,2012,Kang Jun,1,Seoul,"No.1 Media (넘버원 미디어 그룹) is a South Korean entertainment company. In February 2020 the Z-Pop Dream project was moved to its parent company, Divtone Entertainment (formerly known as COZMIC Group and Zenith Media Group). On July 1, 2021 Segye reported on the debut plans of Korean-Japanese Zpop group PoshGirls. In their article, they stated Zenith Media Contents had rebranded as Number One Media.",https://kpopping.com/company/No-1-Media,No.1 Media,넘버원 미디어 그룹,Divtone Entertainment,https://kpopping.com/company/Divtone-Entertainment,,"https://www.facebook.com/zpop.project.official,https://twitter.com/zpop_official,https://www.instagram.com/zpop.project_official/,https://www.youtube.com/channel/UC6iqUlfBBqTYy21wOwrGO8A,http://www.no-1media.com/default/#",,
,,,,"https://kpopping.com/profiles/group/LABOUM,https://kpopping.com/profiles/group/ATEEZ","LABOUM,ATEEZ","2018 - Present,2019 - Present",,0,,,,,,,,,1910,Fredrick W. Horn,2,,"Nippon Columbia Co., Ltd. (日本コロムビア株式会社, Nippon Koromubia Kabushiki Kaisha), often pronounced Korombia, operating internationally as Nipponophone Co., Ltd. (日本蓄音器商会, Nihon Chikuonki Shōkai), is a Japanese record label founded in 1910 as Nipponophone Co., Ltd. It affiliated itself with the Columbia Graphophone Company of the United Kingdom and adopted the standard UK Columbia trademarks (the ""Magic Notes"") in 1931. The company changed its name to Nippon Columbia Co., Ltd. in 1946. It used the Nippon Columbia name until October 1, 2002, when it became Columbia Music Entertainment, Inc. (コロムビアミュージックエンタテインメント株式会社, Koromubia Myūjikku Entateinmento Kabushiki kaisha). On October 1, 2010, the company returned to its current name. Outside Japan, the company operated formerly as the Savoy Label Group, which releases recordings on the SLG, Savoy Jazz, and continues to operate as Denon. It also manufactured electronic products under the Denon brand name until 2001. In 2017, Concord Music acquired Savoy Label Group. Nippon Columbia also licensed Hanna-Barbera properties in Japan until those rights were transferred to Turner Japan sometime in 1997. Currently, these rights are owned by Warner Bros. Japan LLC.",https://kpopping.com/company/Nippon-Columbia,Nippon Columbia,日本コロムビア株式会社,,,,"https://www.youtube.com/user/ColumbiaMusicJp,https://twitter.com/NipponColumbia,https://www.youtube.com/user/ColumbiaMusicJp,https://columbia.jp/",,
,"https://kpopping.com/profiles/idol/Fujimoto-Ayaka,https://kpopping.com/profiles/idol/Hiyajo-Nagomi,https://kpopping.com/profiles/idol/Kuwahara-Ayana,https://kpopping.com/profiles/idol/Yamauchi-Moana","Fujimoto Ayaka,Hiyajo Nagomi,Kuwahara Ayana,Yamauchi Moana","2021 - Present,2021 - Present,2021 - Present,2021 - Present",,,,,4,,,,,,,,,2021,,0,,"NiD Academy (Korean: NiD 아카데미, Japanese: NiDアカデミー) is a Japanese dance academy and entertainment company.",https://kpopping.com/company/NiD-Academy,NiD Academy,"NiD 아카데미,NiDアカデミー",,,,"https://www.facebook.com/nextindance/?ref=page_internal,https://twitter.com/NEXTinDANCE,https://www.instagram.com/next_in_dance,https://www.we-dance.jp/",,
,,,,,,,,0,,,,,,,,,2002,,0,Seongnam,"NHN Bugs (NHN벅스) is a South Korean company that specializes in online music services, music distribution and management.",https://kpopping.com/company/NHN-Bugs,NHN Bugs,NHN벅스,,,,"https://www.facebook.com/bugsplay,https://twitter.com/bugs_play,https://www.youtube.com/user/neowizinternet/,http://www.bugscorp.co.kr/",https://kpopping.com/company/J-Planet-Entertainment,J Planet Entertainment
Kim Nam-hee,https://kpopping.com/profiles/idol/Jun4,Jun,2014 - Present,https://kpopping.com/profiles/group/U-KISS,U-KISS,2008 - Present,,1,,"https://kpopping.com/profiles/idol/Soohyun3,https://kpopping.com/profiles/idol/Eli,https://kpopping.com/profiles/idol/Dongho,https://kpopping.com/profiles/idol/Kiseop,https://kpopping.com/profiles/idol/Hoon,https://kpopping.com/profiles/idol/Yujeong3,https://kpopping.com/profiles/idol/Yulhee,https://kpopping.com/profiles/idol/Solbin,https://kpopping.com/profiles/idol/Soyeon2,https://kpopping.com/profiles/idol/Jinyea,https://kpopping.com/profiles/idol/Haein,https://kpopping.com/profiles/idol/Riyu2","Soohyun,Eli,Dongho,Kiseop,Hoon,Yujeong,Yulhee,Solbin,Soyeon,Jinyea,Haein,Riyu","2008 - 2021,2008 - 2019,2008 - 2013,2009 - 2019,2011 - 2021,2014 - 2021,2014 - 2017,2014 - 2021,2014 - 2021,2014 - 2021,2014 - 2021,2016 - 2020",https://kpopping.com/profiles/group/LABOUM,LABOUM,2014 - 2021,,1998,Kim Nam-hee,1,Seoul,"NH Media (also known as NHemg) (Korean: NH미디어, NH stands for Nam Hee) is a South Korean entertainment agency founded in 1998 by Kim Nam-hee. The agency currently manages U-KISS and LABOUM. In May 2016, Signal Entertainment Group acquired 50% of the company.",https://kpopping.com/company/NH-Media,NH Media,NH미디어,SidusHQ,https://kpopping.com/company/SidusHQ,,,,
,"https://kpopping.com/profiles/idol/Xeheun,https://kpopping.com/profiles/idol/Medic-Jin,https://kpopping.com/profiles/idol/JK,https://kpopping.com/profiles/idol/Ellyn","Xeheun,Medic Jin,JK,Ellyn","2016 - Present,2018 - Present,2018 - Present,2018 - Present","https://kpopping.com/profiles/group/GIRLKIND,https://kpopping.com/profiles/group/GIRLKIND-XJR","GIRLKIND,GIRLKIND XJR","2018 - Present,2019 - Present",,4,,"https://kpopping.com/profiles/idol/EB,https://kpopping.com/profiles/idol/Moon-Hyunju,https://kpopping.com/profiles/idol/Sun-J","EB,Moon Hyunju,Sun J","2011 - 2016,2016 - 2016,2018 - 2020",,,,,2014,,2,Seoul,NEXTLEVEL Entertainment (넥스트레벨 엔터테인먼트) is a record label in South Korea.,https://kpopping.com/company/Nextlevel-Entertainment,Nextlevel Entertainment,넥스트레벨 엔터테인먼트,,,,"https://www.facebook.com/nextlevelcorp/,https://channels.vlive.tv/BB387F/home,http://www.nextlevel.co.kr/artist/",,
,https://kpopping.com/profiles/idol/Kassy,Kassy,2015 - Present,,,,,1,,"https://kpopping.com/profiles/idol/EB,https://kpopping.com/profiles/idol/Moon-Hyunju","EB,Moon Hyunju","2011 - 2016,2016 - 2016",https://kpopping.com/profiles/group/Shyne,Shyne,2004 - 2006,,2007,,0,Seoul,Nextar Entertainment (넥스타엔터테인먼트) is a South Korean entertainment company.,https://kpopping.com/company/Nextar-Entertainment,Nextar Entertainment,넥스타엔터테인먼트,,,,"https://www.facebook.com/nextarent/?ref=page_internal,https://twitter.com/nextarent,https://www.youtube.com/user/NextarEntertainment,http://www.nextarent.com/main/main.php",,
,,,,,,,,0,,,,,,,,,2016,B-Free,0,Seoul,New Wave Records is a South Korean record label founded by B-Free in 2016.,https://kpopping.com/company/New-Wave-Records,New Wave Records,"새로운 물결 기록,ニューウェーブレコード",,,,"https://www.facebook.com/newwaverecordsseoul/?ref=page_internal,https://twitter.com/newwaveseoul,https://www.instagram.com/newwaveseoul,https://www.youtube.com/c/NewWaveSeoul/featured",,
Lee Jongseo,"https://kpopping.com/profiles/idol/Yehin,https://kpopping.com/profiles/idol/Chehee,https://kpopping.com/profiles/idol/Seoryeong,https://kpopping.com/profiles/idol/Truedy","Yehin,Chehee,Seoryeong,Truedy","2018 - Present,2018 - Present,2018 - Present,2020 - Present","https://kpopping.com/profiles/group/H-U-B,https://kpopping.com/profiles/group/BXK","H.U.B,BXK","2016 - Present,2020 - Present",,4,,"https://kpopping.com/profiles/idol/Yuem,https://kpopping.com/profiles/idol/Keina,https://kpopping.com/profiles/idol/Gracie,https://kpopping.com/profiles/idol/Rui,https://kpopping.com/profiles/idol/Hyosun","Yuem,Keina,Gracie,Rui,Hyosun","2016 - 2018,2016 - 2018,2016 - 2018,2016 - 2021,2017 - 2019",,,,,2009,,2,Seoul,New Planet Entertainment (뉴플래닛엔터테인먼트) is a South Korean record label and entertainment agency.,https://kpopping.com/company/New-Planet-Entertainment,New Planet Entertainment,뉴플래닛엔터테인먼트,,,,"https://ko-kr.facebook.com/NPent,https://twitter.com/newplanetent,https://www.youtube.com/channel/UCXLMH7-T7A_9m-Q_-THUlIA/videos,https://npent.modoo.at/",,
,"https://kpopping.com/profiles/idol/Seol2,https://kpopping.com/profiles/idol/Shinyoung3,https://kpopping.com/profiles/idol/Jini5,https://kpopping.com/profiles/idol/Sunmi3","Seol,Shinyoung,Jini,Sunmi","2017 - Present,2017 - Present,2017 - Present,2017 - Present",https://kpopping.com/profiles/group/Rose-Queen,Rose Queen,2017 - Present,,4,,,,,,,,,2016,,1,Seoul,New Code Company (뉴코드컴퍼니) is a South Korean entertainment company whose main purpose is to produce and distribute performances with exclusive members.,https://kpopping.com/company/New-Code-Company,New Code Company,"뉴코드컴퍼니,新しいコード会社",,,,"https://www.facebook.com/newcode2016/?ref=hl,https://www.instagram.com/newcode_ltd,https://www.youtube.com/channel/UC_SSHl0xHgxTmajsgpvdE6w,http://new-code.co.kr/",,
,"https://kpopping.com/profiles/idol/Kim-Na-Young,https://kpopping.com/profiles/idol/HYUNKI","Kim Na Young,HYUNKI","2014 - Present,2021 - Present",,,,,2,,,,,,,,,2014,,0,"Gangnam-gu, Seoul",Neverland Entertainment (네버랜드 엔터테인먼트) is a South Korean entertainment company.,https://kpopping.com/company/Neverland-Entertainment,Neverland Entertainment,"네버랜드 엔터테인먼트,ネバーランドエンターテインメント",,,,"https://www.facebook.com/koreaneverland,https://www.instagram.com/neverland.ent_official,https://www.youtube.com/channel/UCPCiVJxr4GYS19-09UkfD7w,http://www.neverlandent.co.kr/",,
,"https://kpopping.com/profiles/idol/Paul-Kim,https://kpopping.com/profiles/idol/Swan3","Paul Kim,Swan","2014 - Present,2019 - Present",,,,,2,,https://kpopping.com/profiles/idol/LEEBADA,LEEBADA,2016 - 2018,,,,,2010,,0,"Seongbuk-gu, Seoul",Neuron Music (뉴런 음악) is a South Korean entertainment cmpany.,https://kpopping.com/company/Neuron-Music,Neuron Music,"뉴런 음악,ニューロンミュージック",,,,"https://www.facebook.com/neuronmusic,https://www.instagram.com/neuronmusic,https://www.youtube.com/user/NeuroNTV,http://neuronmusic.co.kr/",,
,,,,https://kpopping.com/profiles/group/NES-Girls,NES Girls,2021 - Present,,0,,,,,,,,,2020,,1,Seoul,NES Entertainment is a South Korean entertainment company.,https://kpopping.com/company/NES-Entertainment,NES Entertainment,,,,,https://www.neskpop.com/,,
,,,,,,,,0,,"https://kpopping.com/profiles/idol/Narsha,https://kpopping.com/profiles/idol/JeA,https://kpopping.com/profiles/idol/Miryo,https://kpopping.com/profiles/idol/Gain,https://kpopping.com/profiles/idol/Seoah,https://kpopping.com/profiles/idol/Jina2,https://kpopping.com/profiles/idol/Gayoung4,https://kpopping.com/profiles/idol/Janghyun2,https://kpopping.com/profiles/idol/Jubi,https://kpopping.com/profiles/idol/Bitna,https://kpopping.com/profiles/idol/Kota,https://kpopping.com/profiles/idol/Haeun4,https://kpopping.com/profiles/idol/D-A,https://kpopping.com/profiles/idol/Yujeong3,https://kpopping.com/profiles/idol/Yulhee,https://kpopping.com/profiles/idol/Soyeon2,https://kpopping.com/profiles/idol/Jinyea,https://kpopping.com/profiles/idol/Haein,https://kpopping.com/profiles/idol/Solbin","Narsha,JeA,Miryo,Gain,Seoah,Jina,Gayoung,Janghyun,Jubi,Bitna,Kota,Haeun,D.A,Yujeong,Yulhee,Soyeon,Jinyea,Haein,Solbin","2003 - 2015,2003 - 2015,2003 - 2015,2005 - 2015,2009 - 2009,2009 - 2009,2009 - 2009,2010 - 2011,2010 - 2011,2010 - 2011,2010 - 2011,2012 - 2014,2013 - 2015,2014 - 2021,2014 - 2017,2014 - 2021,2014 - 2021,2014 - 2021,2014 - 2021","https://kpopping.com/profiles/group/Brown-Eyed-Girls,https://kpopping.com/profiles/group/Flying-Girls,https://kpopping.com/profiles/group/Sunny-Hill,https://kpopping.com/profiles/group/LABOUM","Brown Eyed Girls,Flying Girls,Sunny Hill,LABOUM","2006 - 2015,2009 - 2009,2010 - 2011,2014 - 2021",,2003,"Yoon Il Sang, LANCE",0,Seoul,Nega Network (내가네트워크) is a South Korean record label and entertainment agency.,https://kpopping.com/company/Nega-Network,Nega Network,내가네트워크,,,,"https://twitter.com/neganetwork1,https://www.youtube.com/channel/UCeFz38GYPARs5HP0XhKYBzg",,
,https://kpopping.com/profiles/idol/Nagai-Manami,Nagai Manami,2009 - Present,,,,,1,,,,,,,,,1995,Nagai Hiromichi,0,Fukuoka,"ND-STUDIO (Korean: ND-스튜디오, Japanese: NDスタジオ) is a Japanese entertainment company founded in 1995 by Nagai Hiromichi.",https://kpopping.com/company/ND-STUDIO,ND-STUDIO,"ND-스튜디오,NDスタジオ",,,,"https://twitter.com/wadaiko312,https://www.instagram.com/nowadaiko_japan,https://www.tiktok.com/@nowadaiko?,https://www.nd-studio.site/",,
,,,,,,,,0,,https://kpopping.com/profiles/idol/An-Solhee,An Solhee,2016 - 2017,https://kpopping.com/profiles/group/Cupid,Cupid,2016 - 2019,,2015,,0,Seoul,Narda Entertainment (나르다엔터테인먼트) is a South Korean entertainment agency.,https://kpopping.com/company/Narda-Entertainment,Narda Entertainment,나르다엔터테인먼트,,,,,,
Kim Joong-do,"https://kpopping.com/profiles/idol/Jaekyung,https://kpopping.com/profiles/idol/Seohyun","Jaekyung,Seohyun","2016 - Present,2019 - Present",,,,,2,,,,,,,,,2004,Kim Joong-do,0,Seoul,"Namoo Actors Co. Ltd. (Korean: 나무엑터스; RR: Namu Egteoseu), founded in 2004, is a talent management agency based in Seoul, South Korea. The founder and CEO of the company is Kim Joong-do.",https://kpopping.com/company/Namoo-Actors,Namoo Actors,나무엑터스,,,,"https://www.facebook.com/namooactors,https://twitter.com/namooactors2004,https://www.instagram.com/namooactors/,https://www.youtube.com/channel/UC6Tk38ZGAYsOdou2X0pLChA,http://www.namooactors.com/?ckattempt=1",,
Yuichi Kanemaru,,,,,,,,0,,https://kpopping.com/profiles/idol/Ito-Miyu,Ito Miyu,2020 - 2021,,,,,2010,,0,Tokyo,"N.D.Promotion (Korean: N.D.프로모션, Japanese: N.D.プロモーション) is a Japanese talent agency.",https://kpopping.com/company/N-D-Promotion,N.D.Promotion,"N.D.프로모션,N.D.プロモーション",,,,"https://www.facebook.com/n.d.promotion/,https://twitter.com/ndpr_official,https://ndpromotion.co.jp/",,
Jung Changhwan,"https://kpopping.com/profiles/idol/Chaebin,https://kpopping.com/profiles/idol/Aurora,https://kpopping.com/profiles/idol/Lu,https://kpopping.com/profiles/idol/Saebom2,https://kpopping.com/profiles/idol/Haru,https://kpopping.com/profiles/idol/Loha,https://kpopping.com/profiles/idol/Uchae,https://kpopping.com/profiles/idol/Sunshine,https://kpopping.com/profiles/idol/Robin,https://kpopping.com/profiles/idol/Han-Jun,https://kpopping.com/profiles/idol/Sohee3","Chaebin,Aurora,Lu,Saebom,Haru,Loha,Uchae,Sunshine,Robin,Han Jun,Sohee","2017 - Present,2017 - Present,2017 - Present,2018 - Present,2018 - Present,2018 - Present,2018 - Present,2018 - Present,2019 - Present,2019 - Present,2019 - Present",https://kpopping.com/profiles/group/NATURE,NATURE,2018 - Present,,11,,"https://kpopping.com/profiles/idol/Li-Jiajia,https://kpopping.com/profiles/idol/Yeolmae,https://kpopping.com/profiles/idol/Donggeon,https://kpopping.com/profiles/idol/Jerome2,https://kpopping.com/profiles/idol/Woonggi,https://kpopping.com/profiles/idol/J-You,https://kpopping.com/profiles/idol/Jaeyun,https://kpopping.com/profiles/idol/Jisu,https://kpopping.com/profiles/idol/Kyungho,https://kpopping.com/profiles/idol/Chihoon,https://kpopping.com/profiles/idol/Chan4,https://kpopping.com/profiles/idol/Ricky2,https://kpopping.com/profiles/idol/Bae-Si-Jun,https://kpopping.com/profiles/idol/Jaeho2,https://kpopping.com/profiles/idol/Lim,https://kpopping.com/profiles/idol/Jung-Sang,https://kpopping.com/profiles/idol/Kyung-Joon,https://kpopping.com/profiles/idol/Kenny,https://kpopping.com/profiles/idol/Taichi2,https://kpopping.com/profiles/idol/Minsu2","Li Jiajia,Yeolmae,Donggeon,Jerome,Woonggi,J.You,Jaeyun,Jisu,Kyungho,Chihoon,Chan,Ricky,Bae Si Jun,Jaeho,Lim,Jung Sang,Kyung Joon,Kenny,Taichi,Minsu","2017 - 2019,2018 - 2018,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2021,2019 - 2019,2019 - 2019,2019 - 2019,2019 - 2019,2019 - 2021,2019 - 2019,2019 - 2019,2019 - 2019,2019 - 2021",https://kpopping.com/profiles/group/TO1,TO1,2020 - 2021,,2017,Jung Changhwan,1,,"n.CH Entertainment (also stylized as NCH Entertainment) is a record label in South Korea. n.CH was started and is headed by a former SM Entertainment executive, Jung Changhwan.",https://kpopping.com/company/n-CH-Entertainment,n.CH Entertainment,,,,,"https://www.instagram.com/nchworld.official/,https://www.youtube.com/channel/UCqZKdxr7KEJZGW5dBqCmiAw,https://nchworld.com/",,
Nam Gisang,"https://kpopping.com/profiles/idol/Jisung4,https://kpopping.com/profiles/idol/Hongeun","Jisung,Hongeun","2017 - Present,2017 - Present",,,,,2,,,,,,,,,2014,,0,,N Company Entertainment (엔컴퍼니 엔터테인먼트) is a talent agency in South Korea.,https://kpopping.com/company/N-Company-Entertainment,N Company Entertainment,엔컴퍼니 엔터테인먼트,,,,"https://www.facebook.com/ncompanyent,https://twitter.com/ncompanyent,https://www.vlive.tv/channel/C37777,https://www.instagram.com/ncompany_ent,https://en.ncompanyent.com/",,
Minzy,https://kpopping.com/profiles/idol/Minzy,Minzy,2020 - Present,,,,,1,,,,,,,,,2020,Minzy,0,Seoul,MZ Entertainment (MZ 엔터테인먼트) is a South Korean entertainment company founded in October 2020 by former 2NE1 member Minzy.,https://kpopping.com/company/MZ-Entertainment,MZ Entertainment,MZ 엔터테인먼트,,,,"https://twitter.com/mzentertainmen1,https://www.instagram.com/mz.ent.official/,https://www.youtube.com/channel/UCRvzFS75A4NtZvhRQAd2u0A/featured,https://officialmzent.com/",,
,"https://kpopping.com/profiles/idol/Eddy-Kim,https://kpopping.com/profiles/idol/Jinwoon,https://kpopping.com/profiles/idol/Miryo,https://kpopping.com/profiles/idol/Gain,https://kpopping.com/profiles/idol/JeA,https://kpopping.com/profiles/idol/Suhyeon3,https://kpopping.com/profiles/idol/Haram,https://kpopping.com/profiles/idol/Hwang-Ji-Min,https://kpopping.com/profiles/idol/Minseo2,https://kpopping.com/profiles/idol/Jooyeon,https://kpopping.com/profiles/idol/Moon-Sua,https://kpopping.com/profiles/idol/Tsuki,https://kpopping.com/profiles/idol/Siyoon2,https://kpopping.com/profiles/idol/Haruna,https://kpopping.com/profiles/idol/Sheon","Eddy Kim,Jinwoon,Miryo,Gain,JeA,Suhyeon,Haram,Hwang Ji Min,Minseo,Jooyeon,Moon Sua,Tsuki,Siyoon,Haruna,Sheon","2014 - Present,2015 - Present,2015 - Present,2015 - Present,2015 - Present,2016 - Present,2016 - Present,2016 - Present,2016 - Present,2019 - Present,2019 - Present,2020 - Present,2020 - Present,2021 - Present,2021 - Present","https://kpopping.com/profiles/group/Brown-Eyed-Girls,https://kpopping.com/profiles/group/Billlie,https://kpopping.com/profiles/group/LUCY","Brown Eyed Girls,Billlie,LUCY","2015 - Present,2019 - Present,2020 - Present",,15,,"https://kpopping.com/profiles/idol/Lim-Kim,https://kpopping.com/profiles/idol/Jang-Jane,https://kpopping.com/profiles/idol/Uhm-Junghwa,https://kpopping.com/profiles/idol/Thunder,https://kpopping.com/profiles/idol/Narsha,https://kpopping.com/profiles/idol/Giant-Pink,https://kpopping.com/profiles/idol/Soomin2,https://kpopping.com/profiles/idol/Miyu,https://kpopping.com/profiles/idol/Ryu-Sion","Lim Kim,Jang Jane,Uhm Junghwa,Thunder,Narsha,Giant Pink,Soomin,Miyu,Ryu Sion","2011 - 2016,2013 - 2019,2015 - 2018,2015 - 2018,2015 - 2018,2016 - 2018,2019 - 2020,2019 - 2021,2020 - 2020",,,,,2011,Yoon Jong Shin,3,"Gangnam-gu, Seoul","MYSTIC Story (미스틱스토리) is a South Korean record label and entertainment agency. Founded in 2011 as MYSTIC89 (미스틱89), the company merged with Family Actors Entertainment in March 2014 to become MYSTIC89 & Family. They would later change their name to MYSTIC Entertainment (미스틱 엔터테인먼트) in January 2015 and again to MYSTIC Story in March 2019.",https://kpopping.com/company/MYSTIC-Story,MYSTIC Story,미스틱스토리,SM Entertainment,https://kpopping.com/company/SM-Entertainment,,"https://www.facebook.com/mysticstory.official/,https://twitter.com/themysticstory/,https://www.youtube.com/user/welcomeMYSTIC89,http://www.mystic89.net/",,
,"https://kpopping.com/profiles/idol/Yubeen,https://kpopping.com/profiles/idol/Aini","Yubeen,Aini","2018 - Present,2018 - Present",https://kpopping.com/profiles/group/Pink-Fantasy,Pink Fantasy,2018 - Present,,2,,"https://kpopping.com/profiles/idol/Rai,https://kpopping.com/profiles/idol/SangA","Rai,SangA","2018 - 2018,2019 - 2020",,,,,2018,Lee Sohee,1,Seoul,MyDoll Entertainment (마이돌엔터테인먼트) is a South Korean record label and entertainment agency.,https://kpopping.com/company/MyDoll-Entertainment,MyDoll Entertainment,마이돌엔터테인먼트,,,,"https://www.facebook.com/mydollent/,https://twitter.com/mydoll_staff/,https://www.instagram.com/mydoll_ent/,https://www.youtube.com/channel/UCDdqxnt7CBryockG3DLAHug/,https://mydoll-shop.com/",,
,"https://kpopping.com/profiles/idol/Bitna,https://kpopping.com/profiles/idol/Kota,https://kpopping.com/profiles/idol/Eunju,https://kpopping.com/profiles/idol/Geonhee","Bitna,Kota,Eunju,Geonhee","2019 - Present,2019 - Present,2019 - Present,2019 - Present",https://kpopping.com/profiles/group/Sunny-Hill,Sunny Hill,2019 - Present,,4,,,,,,,,,2014,Hong Jaehoon,1,Seoul,MY Entertainment (마이엔터테인먼트) is a South Korean record label and entertainment agency.,https://kpopping.com/company/MY-Entertainment,MY Entertainment,마이엔터테인먼트,,,,https://www.instagram.com/myentercom/,,
